Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Target
0,1,1,0,22,2,10,1,10,Dropout
0,1,0,0,33,2,11.5,2,12,Dropout
0,1,0,0,20,5,11.6,4,11.5,Graduate
0,1,0,1,18,6,12.5,6,11.66666667,Graduate
1,0,0,0,20,3,11.66666667,2,11,Dropout
0,1,0,0,37,7,13.42857143,10,11.6,Graduate
0,1,1,0,18,6,13.66666667,6,13.5,Graduate
0,1,0,0,19,6,12.5,6,12.16666667,Graduate
0,1,0,0,21,6,13,4,12.8,Graduate
0,1,0,0,20,6,12.78333333,7,12.84285714,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,20,4,13.5,4,11.225,Dropout
0,1,0,0,18,7,13.45714286,8,15.125,Graduate
0,1,0,0,19,7,13.44285714,7,13.44285714,Graduate
0,1,0,0,18,4,11,5,10.83333333,Graduate
0,1,0,1,18,6,11.33333333,6,12.28571429,Graduate
0,1,0,0,18,2,10,0,0,Dropout
0,1,0,0,19,5,13.44,6,13.06666667,Enrolled
0,1,0,1,18,7,12.21428571,8,14.0625,Graduate
0,1,0,1,19,6,14.16666667,6,13.5,Graduate
1,1,0,1,24,12,12.84615385,11,12.63636364,Graduate
0,1,0,0,20,6,13,2,12,Enrolled
0,1,0,1,21,5,12.8,4,11.25,Graduate
1,0,0,0,20,4,13,5,12,Dropout
0,1,0,1,19,7,13.37142857,8,13.66666667,Graduate
0,1,0,1,19,7,13.38571429,8,13.3875,Graduate
0,1,0,0,18,7,13.32857143,7,13.32857143,Graduate
0,1,0,0,19,5,14,5,11,Graduate
0,1,0,0,21,5,12.6,5,13.2,Graduate
0,1,0,1,19,6,14,6,15,Graduate
0,1,0,1,18,6,13.42857143,6,12.66666667,Graduate
0,1,0,1,17,6,13,6,12.5,Graduate
0,1,0,0,19,5,12.66666667,5,11,Enrolled
0,0,1,0,23,3,10,3,12.33333333,Dropout
0,1,0,0,19,6,12.83333333,6,11.77777778,Graduate
0,1,0,0,18,6,12.91666667,6,12.91666667,Graduate
0,1,0,0,20,6,13.28571429,5,13.8,Graduate
0,1,0,1,19,5,14.6,5,13.8,Graduate
0,1,0,1,18,6,14,6,13.66666667,Graduate
0,1,0,1,19,6,14.14285714,6,15,Graduate
0,1,0,0,19,6,11.66666667,6,12.33333333,Graduate
0,1,0,0,18,8,14.3775,8,14.3775,Graduate
0,1,0,0,18,7,12.5,7,13.04285714,Graduate
0,1,0,1,19,6,14.15,6,14.15,Graduate
0,1,0,1,19,7,12.47142857,7,12.47142857,Graduate
0,1,0,0,19,6,14.15,6,14.15,Graduate
0,1,0,0,21,7,14.07222222,8,14.0475,Graduate
0,1,0,0,18,6,14.85714286,6,14.66666667,Graduate
0,1,0,1,19,6,14.28571429,6,13.16666667,Graduate
0,0,0,0,18,0,0,0,0,Dropout
0,1,0,0,30,0,0,0,0,Dropout
0,1,0,0,18,6,15,5,15.16666667,Dropout
0,1,0,1,20,6,12.63333333,6,12.63333333,Graduate
1,0,0,0,25,5,11.2,5,12.6,Dropout
0,1,0,0,18,6,14.23333333,6,14.23333333,Graduate
0,1,0,0,21,5,12.2,3,11.33333333,Enrolled
0,1,0,0,18,7,15.7,7,15.7,Graduate
0,1,0,0,18,6,15.2,6,15.2,Graduate
0,0,0,0,29,6,16.33333333,5,15.6,Dropout
0,1,0,0,20,14,12.5625,12,12.85714286,Graduate
0,1,0,0,26,0,0,0,0,Dropout
0,1,0,0,21,5,12.4,6,12,Graduate
0,1,0,1,19,8,13.78125,8,13.78125,Graduate
1,1,0,0,19,6,12.16666667,5,11.66666667,Dropout
0,1,0,0,21,5,11.8,5,11.83333333,Enrolled
1,1,0,0,20,4,10.8,4,12,Graduate
0,1,0,1,18,7,13.26,8,14.28625,Graduate
0,0,0,0,20,4,12,3,10.66666667,Dropout
0,1,0,1,20,6,11.875,6,14.42857143,Graduate
0,1,0,1,18,5,12.16,2,13.4,Enrolled
0,1,0,0,18,1,15,4,12.5,Enrolled
0,1,0,0,18,6,13.33333333,5,13.2,Graduate
0,1,0,0,18,2,11.5,3,11.8,Enrolled
0,1,0,0,22,6,14.42857143,5,13,Graduate
0,1,0,0,19,1,13,3,15.33333333,Enrolled
0,1,0,1,19,6,15,6,14.33333333,Graduate
0,1,0,0,18,7,15.15555556,8,16.8,Graduate
1,1,0,0,20,6,10.66666667,6,11.85714286,Graduate
0,1,0,0,18,5,11,4,11.25,Dropout
0,1,0,0,21,0,0,0,0,Dropout
0,1,0,0,19,6,12.28571429,6,12,Graduate
0,1,0,0,18,8,12.82875,8,12.82875,Dropout
0,1,0,0,18,6,12.66666667,5,14.4,Graduate
0,1,0,0,18,0,0,0,0,Enrolled
1,0,0,1,21,2,13,0,0,Dropout
1,1,0,0,19,5,10.875,4,12.4,Graduate
0,1,0,1,19,5,12.8,5,11.6,Graduate
0,1,0,0,19,5,11.28571429,0,0,Dropout
0,1,0,0,18,0,0,0,0,Graduate
0,1,0,1,19,0,0,1,10,Dropout
0,1,0,1,20,6,13.76666667,8,13.74444444,Dropout
0,0,0,0,18,6,12.75833333,6,12.75833333,Dropout
0,1,0,1,19,0,0,0,0,Dropout
0,1,0,0,18,6,12.66666667,6,13.25,Graduate
0,1,0,0,18,6,12,4,12.75,Enrolled
0,1,0,1,19,6,12.25,6,12,Graduate
0,1,0,0,20,3,11.33333333,5,12.2,Graduate
0,1,0,1,19,7,13.50714286,8,13.05,Graduate
0,1,0,0,18,7,13.61428571,7,13.61428571,Graduate
1,1,0,0,25,0,0,0,0,Dropout
0,0,0,0,18,4,11.5,6,12.16666667,Graduate
0,1,0,0,19,6,12.33333333,6,12.5,Graduate
0,1,0,1,19,7,11.97142857,8,14.4375,Graduate
1,0,0,1,20,2,13,2,11.5,Dropout
0,1,0,0,18,7,12.38571429,7,12.72857143,Enrolled
0,1,0,0,20,2,13.5,5,11.28571429,Graduate
0,1,0,0,21,6,12.16666667,6,13.28571429,Graduate
0,1,0,0,19,0,0,0,0,Graduate
0,1,0,0,42,6,11.66666667,6,13.66666667,Graduate
1,0,0,0,18,5,12.4,5,14.16666667,Enrolled
0,1,0,1,19,5,13.4,6,12.83333333,Graduate
0,1,0,0,18,6,12,4,12.5,Graduate
0,1,0,0,21,5,14.2,5,14.8,Graduate
0,1,0,1,20,6,12.125,6,14.42857143,Graduate
0,1,0,0,20,7,13.85714286,7,13.28571429,Graduate
0,1,0,0,21,3,11.75,5,12.33333333,Enrolled
0,1,0,0,19,7,14.28333333,8,13.12555556,Graduate
0,1,0,0,21,11,13.27272727,9,13,Graduate
0,1,0,0,19,6,14.66666667,6,15.14285714,Graduate
0,1,0,1,19,7,15.115,8,15.092,Graduate
0,1,0,0,18,0,0,0,0,Enrolled
0,1,0,0,22,6,15,6,13.14285714,Graduate
0,1,0,0,21,5,13.2,5,14.33333333,Graduate
0,1,0,1,18,2,11,3,10.33333333,Dropout
0,1,0,1,20,7,14.56571429,7,14.56571429,Graduate
1,0,0,0,18,3,12,4,10.75,Dropout
0,1,0,0,20,0,0,0,0,Dropout
0,1,0,0,23,6,13.79666667,7,13.775,Graduate
0,1,0,0,18,6,14.83333333,6,15.33333333,Graduate
0,1,0,0,20,6,12.83333333,6,13.83333333,Graduate
0,1,0,1,18,7,14.96285714,7,14.96285714,Graduate
0,1,0,0,20,4,12,5,11.2,Graduate
0,1,0,0,18,7,12.4,8,12.8,Graduate
0,1,0,0,20,6,15.57142857,6,17.16666667,Graduate
0,1,0,0,19,7,13.71428571,7,13.71428571,Graduate
0,1,0,0,21,6,13.14285714,6,12.16666667,Graduate
0,1,0,0,33,6,15,3,11,Graduate
1,0,0,0,24,1,13,0,0,Dropout
0,1,0,1,20,11,12,11,12.75,Graduate
0,1,0,0,18,0,0,0,0,Graduate
0,1,0,0,18,6,15.16666667,6,14.16666667,Graduate
1,1,0,0,29,4,12,2,10.5,Dropout
0,1,0,0,18,7,13.64285714,8,14.77272727,Graduate
0,1,0,0,19,6,12.66666667,6,12.71428571,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,1,18,5,10.8,6,10.5,Graduate
0,1,0,1,19,6,14.25,8,13.06363636,Graduate
0,1,0,0,20,12,12.15384615,10,12.9,Dropout
0,1,0,0,19,1,11.5,2,10.5,Enrolled
0,1,0,1,19,4,12.25,3,12.33333333,Graduate
0,1,0,1,18,6,12,5,11.14285714,Enrolled
0,1,0,1,18,8,13.40375,8,13.40375,Graduate
0,1,0,1,19,6,11.33333333,3,12.66666667,Graduate
1,1,1,0,20,5,12.2,6,12.33333333,Dropout
0,1,1,1,18,0,0,0,0,Enrolled
0,1,1,0,18,0,0,0,0,Dropout
1,0,1,0,35,5,16.16666667,4,16,Dropout
0,1,1,0,18,3,11,3,11,Enrolled
0,1,1,1,19,0,0,0,0,Graduate
0,1,1,1,19,4,12,6,12.28571429,Enrolled
0,1,1,0,20,2,10.5,4,12.25,Enrolled
0,1,1,0,19,3,11.66666667,4,10.33333333,Enrolled
0,1,1,0,19,3,11,2,10,Dropout
0,1,1,0,24,0,0,0,0,Dropout
1,0,1,0,29,4,12.5,0,0,Dropout
0,1,1,0,24,7,11.29444444,2,12.6,Graduate
0,1,1,0,19,5,11.2,4,12.5,Graduate
0,1,1,0,37,0,0,0,0,Dropout
0,1,1,0,18,5,13.2,5,11.8,Graduate
0,1,1,1,20,6,14.14285714,6,14.125,Enrolled
0,0,1,0,18,0,0,0,0,Dropout
0,1,1,0,22,0,0,3,13.33333333,Enrolled
0,1,1,1,22,3,12.33333333,3,10.57142857,Enrolled
1,0,1,0,18,0,0,0,0,Dropout
0,1,1,0,18,7,13.1,7,13.1,Graduate
0,1,1,0,19,6,13.5,6,13.16666667,Graduate
0,1,1,0,19,5,10.2,3,12,Enrolled
0,1,1,0,19,5,11.57142857,3,13,Dropout
1,1,1,0,21,6,15.28571429,6,15.16666667,Graduate
0,1,1,0,19,5,12.6,8,11,Enrolled
0,1,1,0,18,6,13.43333333,4,13.6,Graduate
0,1,1,0,19,5,11.6,3,11,Dropout
0,1,1,0,25,6,14.66666667,6,13.5,Graduate
0,1,1,0,22,6,14.66666667,6,14.66666667,Graduate
0,1,1,0,24,7,12.74285714,7,12.74285714,Graduate
0,1,1,0,19,7,11.975,7,13.12857143,Graduate
0,1,1,0,18,4,12.25,3,11.66666667,Enrolled
0,0,1,0,20,0,0,0,0,Dropout
0,1,1,1,19,7,14.93571429,7,14.93571429,Graduate
0,1,1,0,19,2,10.5,4,10,Dropout
0,1,1,0,19,5,13.33333333,5,13,Graduate
1,1,1,0,23,0,0,0,0,Dropout
0,1,1,0,47,5,13.8,4,14,Dropout
0,1,1,0,19,6,11.83333333,4,10.75,Graduate
0,1,1,0,19,0,0,0,0,Graduate
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,0,28,2,10,0,0,Dropout
0,1,1,0,20,4,11.5,3,11.66666667,Dropout
0,1,1,1,18,3,10.66666667,4,12,Enrolled
0,1,1,1,21,0,0,0,0,Graduate
0,1,1,0,19,4,12.75,2,13,Enrolled
1,0,1,0,24,0,0,0,0,Dropout
0,1,1,0,24,6,11.33333333,3,11.33333333,Enrolled
1,0,1,0,25,0,0,0,0,Enrolled
0,1,1,0,28,6,13,5,12.2,Graduate
0,1,1,0,37,4,10.75,3,11.33333333,Enrolled
0,1,1,0,19,5,12,2,10.5,Enrolled
0,1,1,1,18,7,13.46285714,8,13.90625,Graduate
0,1,1,0,48,3,10,1,10,Dropout
0,1,1,0,21,6,12.33333333,6,13.66666667,Graduate
0,1,1,1,19,6,12.52857143,6,12.41666667,Enrolled
0,1,1,1,21,0,0,0,0,Enrolled
1,0,1,0,23,0,0,0,0,Dropout
0,1,1,0,18,5,13.6,4,13.25,Graduate
0,1,1,0,22,6,12.33333333,2,14,Dropout
0,1,1,0,25,10,11.45454545,7,12.25,Dropout
1,1,1,0,27,8,13.5,5,14.4,Dropout
0,0,1,0,49,0,0,0,0,Dropout
0,0,1,0,31,2,11,0,0,Dropout
0,1,1,0,54,6,13.71428571,5,14.33333333,Dropout
1,0,1,0,25,21,12.36363636,12,12.25,Dropout
0,1,1,0,20,3,10.66666667,2,11.5,Enrolled
0,1,1,0,28,2,12,3,12.66666667,Dropout
0,1,1,0,41,7,12.85714286,6,13.16666667,Graduate
0,1,1,1,19,6,13.125,6,12.71428571,Enrolled
0,1,1,0,22,0,0,2,11.5,Dropout
0,1,1,0,34,2,13.5,0,0,Dropout
1,0,1,0,28,11,15.09090909,10,15,Dropout
0,1,1,0,42,5,12.4,5,11.8,Enrolled
0,0,1,0,21,5,14,4,14.8,Enrolled
0,1,1,0,50,2,13.5,1,13,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,18,4,12.65,3,10.66666667,Dropout
0,1,1,0,59,0,0,0,0,Dropout
0,0,1,0,33,0,0,0,0,Dropout
0,1,1,1,23,6,13.33333333,5,12.8,Graduate
0,1,1,0,44,3,11.33333333,5,11.14285714,Dropout
0,1,1,0,37,0,0,0,0,Dropout
0,1,1,0,36,0,0,0,0,Dropout
0,0,1,0,22,3,11.66666667,2,10.5,Dropout
0,1,1,0,49,6,12.16666667,6,14.42857143,Graduate
0,1,1,0,23,6,13.33333333,4,12.75,Graduate
0,1,1,0,19,5,11.4,3,11,Enrolled
0,1,1,0,47,6,12.14285714,0,0,Dropout
0,1,1,0,28,17,13.05882353,12,12.30769231,Graduate
0,1,1,0,21,4,11.75,4,10.5,Enrolled
1,0,1,0,21,5,11.83333333,5,10,Dropout
0,1,1,0,21,10,12.4,10,11.8,Graduate
0,1,1,0,20,6,13.42857143,4,11.5,Enrolled
0,0,1,0,49,0,0,0,0,Dropout
0,1,1,0,40,5,11,5,13.4,Graduate
0,1,1,1,22,6,13.625,6,14.42857143,Graduate
0,1,1,0,19,4,11.8,2,11.5,Enrolled
0,1,1,0,31,0,0,0,0,Dropout
0,1,1,0,30,2,15,2,13.5,Dropout
0,1,1,0,19,5,10.8,5,11,Graduate
0,1,1,0,22,3,13.66666667,3,11.33333333,Dropout
0,1,1,0,19,6,12.83333333,6,13.33333333,Graduate
0,0,1,0,21,0,0,0,0,Dropout
0,1,1,0,19,6,15.125,6,13.42857143,Graduate
0,1,1,0,22,0,0,1,10,Dropout
0,1,1,0,22,5,11.4,5,11,Graduate
0,1,1,0,19,4,12.25,6,11,Graduate
0,0,1,0,26,0,0,0,0,Dropout
0,1,1,0,23,3,14,1,14,Enrolled
0,1,1,0,18,6,12.33333333,5,10.8,Enrolled
1,1,1,1,22,5,10.66666667,2,11,Enrolled
0,1,1,0,19,5,11.83333333,5,14.71428571,Enrolled
0,1,1,0,20,0,0,0,0,Dropout
0,1,1,1,22,6,11.66666667,6,12.16666667,Enrolled
0,0,1,0,18,2,13,0,0,Dropout
0,1,1,0,39,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,1,18,5,13,5,14.2,Graduate
0,1,1,1,19,6,13.85714286,6,14,Graduate
0,1,1,0,18,6,13.39166667,8,12.4875,Graduate
0,1,1,1,18,4,12.75,0,0,Dropout
0,1,1,0,22,4,14.5,5,14.6,Graduate
0,1,1,0,19,6,12.16666667,6,12.16666667,Graduate
0,1,1,0,18,5,15.4,5,15.6,Dropout
1,0,1,0,31,2,13.33333333,2,16,Dropout
0,1,1,0,28,0,0,0,0,Dropout
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,20,6,13.71428571,6,14.71428571,Graduate
0,1,1,0,50,4,12.25,0,0,Dropout
0,1,1,0,38,5,16,4,16.5,Enrolled
0,1,1,0,31,1,11,1,13,Dropout
0,1,1,0,27,7,14.08571429,7,14.08571429,Enrolled
0,1,1,0,21,6,10.16666667,6,10.5,Graduate
0,1,1,0,34,1,10,0,0,Dropout
0,1,1,0,19,0,0,1,10,Enrolled
0,0,1,0,40,2,10.5,3,10.66666667,Dropout
0,1,1,1,18,0,0,0,0,Graduate
1,0,1,1,46,0,0,0,0,Dropout
0,1,1,0,37,0,0,0,0,Dropout
0,1,1,0,31,0,0,0,0,Dropout
0,1,1,0,34,5,13.33333333,5,12.4,Graduate
0,1,1,1,18,0,0,0,0,Dropout
0,1,1,1,18,6,13.57142857,6,14.33333333,Graduate
0,1,1,1,19,6,12.83333333,6,11.16666667,Graduate
0,1,1,0,40,4,10.25,5,11.2,Dropout
0,1,1,0,25,0,0,0,0,Dropout
1,1,1,0,20,4,14.5,3,13.33333333,Dropout
0,1,1,0,20,5,15.8,5,13.71428571,Enrolled
0,0,1,0,43,0,0,0,0,Dropout
0,1,1,0,18,4,12.5,3,14.66666667,Enrolled
0,1,1,0,35,18,11.66666667,12,11.5,Graduate
0,1,1,0,23,4,13,5,13,Graduate
0,1,1,0,19,7,12.12142857,8,11.50625,Graduate
0,1,1,1,21,9,14.22222222,7,13.75,Graduate
0,1,1,0,19,4,12.5,4,13.25,Enrolled
0,1,1,0,20,5,12.16666667,5,15.28571429,Graduate
0,1,1,1,30,0,0,0,0,Dropout
0,1,1,0,44,6,12.66666667,6,11.5,Graduate
0,1,1,0,19,7,13.61428571,7,13.61428571,Graduate
0,1,1,0,22,12,12.85714286,10,14.3,Graduate
0,1,1,0,18,4,14,5,14.2,Graduate
0,1,1,1,21,4,14.75,5,11.8,Graduate
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,0,18,6,13.625,6,14.28571429,Graduate
0,1,1,0,19,0,0,0,0,Graduate
0,1,1,0,21,4,11.8,4,11.875,Dropout
0,1,1,0,31,6,15.125,6,14.6,Graduate
0,1,1,0,21,4,11.5,2,10.5,Dropout
1,1,1,0,24,1,10,1,11,Enrolled
0,1,1,0,27,0,0,0,0,Dropout
0,1,1,0,20,3,10.33333333,5,12.8,Graduate
0,1,1,0,22,0,0,2,11.66666667,Enrolled
0,1,1,1,19,4,12,4,12.5,Enrolled
0,1,1,0,19,6,13.83333333,6,14.5,Graduate
1,1,1,0,23,13,12.15384615,11,11.90909091,Enrolled
0,1,1,0,18,6,14,6,13.66666667,Graduate
0,0,1,0,29,6,16.5,5,13.8,Enrolled
0,1,1,0,29,1,18,3,13.33333333,Dropout
0,1,1,0,20,6,11.28571429,5,11.77777778,Enrolled
0,1,1,1,19,0,0,0,0,Graduate
0,1,1,0,22,0,0,0,0,Enrolled
0,1,1,0,20,5,14,6,12,Enrolled
0,1,1,0,24,4,13.75,3,12,Enrolled
0,0,1,0,21,4,13.25,5,11,Dropout
0,1,1,1,25,4,14.25,4,14.75,Graduate
0,0,1,0,32,0,0,0,0,Dropout
0,0,1,0,26,8,11.25,3,11.33333333,Dropout
0,1,1,1,18,6,13.5,6,12.5,Graduate
0,1,1,1,19,5,12.66666667,6,12.85714286,Graduate
0,1,1,1,19,6,15.16666667,6,12.33333333,Graduate
0,1,1,0,27,6,13.16666667,5,15.14285714,Dropout
1,1,1,0,21,10,11.8,9,11.44444444,Enrolled
0,1,1,0,20,4,11.5,0,0,Enrolled
0,1,1,0,21,6,14.5,6,11.33333333,Graduate
0,1,1,0,22,5,13.4,3,10.66666667,Enrolled
1,0,1,0,19,0,0,0,0,Graduate
0,1,1,1,18,4,10.8,2,12.5,Dropout
0,1,1,0,28,0,0,0,0,Dropout
1,0,1,0,25,6,11.42857143,4,12,Dropout
0,1,1,0,25,8,12.5,10,11.6,Dropout
0,1,1,0,18,2,13.5,3,12.33333333,Enrolled
0,1,1,0,26,0,0,0,0,Dropout
0,1,1,1,18,5,12.75,5,11.5,Graduate
0,1,1,0,22,3,11.33333333,3,12.33333333,Enrolled
0,1,1,0,25,0,0,0,0,Dropout
0,1,1,0,19,5,11.4,5,12.4,Enrolled
0,1,1,0,19,6,14.42857143,6,14.57142857,Graduate
0,1,1,0,19,7,12.49285714,8,11.7125,Graduate
0,1,1,0,45,4,11.5,4,11,Dropout
0,1,1,0,52,5,11.2,5,12.8,Graduate
0,0,1,0,20,3,12,3,11,Dropout
0,1,1,0,19,7,15.88571429,7,15.88571429,Graduate
1,0,1,0,21,4,12.94,4,11.58,Dropout
0,0,1,0,35,6,14,6,14.16666667,Graduate
0,1,1,0,36,0,0,0,0,Graduate
1,0,1,0,47,0,0,0,0,Dropout
0,1,1,0,22,0,0,0,0,Dropout
0,1,1,0,41,4,11.25,3,11,Dropout
0,1,1,0,26,0,0,0,0,Dropout
0,0,0,0,51,4,11.25,0,0,Dropout
0,1,0,0,43,3,10.66666667,4,12.5,Enrolled
0,1,0,0,41,5,11.8,3,10.66666667,Graduate
0,1,1,0,23,8,11.625,10,11.18181818,Graduate
0,1,1,0,22,0,0,0,0,Dropout
0,1,1,1,25,4,10.25,4,11.25,Dropout
0,1,1,0,25,15,10.8,14,11.35714286,Graduate
0,0,1,1,22,11,12.54545455,11,12.66666667,Graduate
0,1,1,0,24,7,13.57142857,5,13.4,Enrolled
0,1,1,0,47,0,0,0,0,Dropout
0,1,1,0,41,0,0,0,0,Dropout
0,1,1,0,43,6,14.77777778,5,12.2,Graduate
0,1,1,0,29,0,0,0,0,Dropout
0,1,1,0,30,0,0,0,0,Dropout
0,0,1,0,26,0,0,0,0,Dropout
0,0,1,0,27,0,0,0,0,Dropout
0,1,1,1,36,5,11.4,5,11.6,Graduate
0,1,1,0,29,6,11.66666667,6,10.85714286,Dropout
0,1,1,0,35,7,11.28571429,5,13,Dropout
0,1,1,1,18,4,11.5,5,12.6,Graduate
0,1,1,1,24,5,16,5,16,Graduate
0,1,1,1,18,6,12.5,6,12.66666667,Dropout
0,1,1,0,18,4,12,3,13,Enrolled
0,1,1,0,21,0,0,3,11.66666667,Enrolled
0,1,1,0,21,5,13,5,12.6,Graduate
0,1,1,0,32,13,13.71428571,12,12.08333333,Graduate
0,1,1,1,22,3,12.33333333,3,12.5,Dropout
0,0,1,0,32,11,12.72727273,10,12.7,Dropout
0,1,1,0,35,1,14,0,0,Dropout
0,0,1,0,23,0,0,0,0,Dropout
0,1,1,0,39,5,11.4,3,11,Enrolled
0,1,1,0,35,0,0,1,10,Dropout
0,1,1,0,32,6,18.875,12,17.69230769,Graduate
0,1,1,0,20,0,0,0,0,Dropout
0,1,1,0,34,6,11.33333333,4,12.6,Enrolled
0,1,1,0,44,7,13.5,5,16.2,Dropout
0,1,1,0,53,2,15,3,10,Graduate
1,0,1,0,28,0,0,0,0,Dropout
0,1,1,0,31,9,14.22222222,5,12.8,Dropout
1,0,1,0,18,0,0,0,0,Enrolled
1,0,1,0,44,4,12,0,0,Dropout
0,1,1,0,19,5,12.6,4,12,Graduate
0,1,1,0,21,12,15.08333333,11,13.08333333,Enrolled
0,1,1,1,18,0,0,0,0,Dropout
0,1,1,0,20,6,14.5,6,15.3,Graduate
0,1,1,0,55,6,14.5,6,13.5,Graduate
0,1,1,0,27,3,10,1,13,Enrolled
0,1,1,0,19,0,0,0,0,Dropout
0,1,1,0,18,5,11.6,5,13.2,Graduate
0,1,1,0,43,4,11.75,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
0,1,1,0,18,0,0,0,0,Dropout
1,1,1,1,20,0,0,0,0,Dropout
1,0,1,0,29,4,11.25,4,11.8,Dropout
1,1,1,0,44,5,11.57142857,0,0,Dropout
0,1,1,0,18,4,10,1,16,Enrolled
0,1,1,1,20,5,13.83333333,6,12.3,Enrolled
0,1,1,0,20,4,12.75,3,12.66666667,Dropout
0,1,1,0,36,0,0,0,0,Dropout
0,1,1,0,19,5,11.6,2,11,Enrolled
0,0,1,0,29,0,0,0,0,Dropout
0,1,1,0,18,4,11.25,3,10.33333333,Dropout
0,0,1,0,24,0,0,0,0,Dropout
0,1,1,0,20,6,14.33333333,6,15,Graduate
1,0,1,0,45,0,0,0,0,Dropout
0,1,1,1,28,20,13.5,20,13.5,Graduate
0,1,1,0,23,6,12.66666667,5,12.2,Enrolled
0,1,1,0,18,7,12.44428571,7,11.34714286,Graduate
0,1,1,0,23,3,10.66666667,3,11.33333333,Dropout
0,1,1,0,22,0,0,0,0,Enrolled
0,1,1,1,22,6,12.66666667,5,12.4,Graduate
0,1,1,0,33,5,13.2,5,14.83333333,Graduate
0,1,1,0,21,10,12.7,11,12.18181818,Graduate
0,1,1,0,45,5,14.83333333,5,14.8,Graduate
0,0,1,0,44,4,11.5,1,12,Dropout
0,1,1,0,42,0,0,0,0,Dropout
0,1,1,0,20,0,0,0,0,Dropout
0,1,1,0,20,3,12.66666667,2,12.5,Enrolled
0,1,1,1,20,6,14.71428571,6,12.5,Graduate
0,1,1,0,20,3,13.66666667,4,10.25,Enrolled
0,1,1,0,19,5,10.8,2,13.5,Enrolled
1,0,1,0,26,4,10.5,7,10.42857143,Dropout
0,1,1,0,31,6,15,5,12.5,Graduate
1,1,1,1,19,6,12.66666667,6,14,Graduate
0,1,1,0,28,6,13.16666667,6,13.66666667,Graduate
0,1,1,1,20,0,0,0,0,Graduate
0,1,0,0,43,6,13,6,12.5,Graduate
0,1,1,1,25,0,0,0,0,Dropout
1,1,0,0,40,2,10,1,15,Dropout
0,1,0,0,20,6,13.33333333,5,13.375,Graduate
0,1,0,0,46,3,12.33333333,6,13.33333333,Graduate
0,1,0,0,26,20,13.18181818,14,11.64285714,Graduate
0,1,0,1,34,6,12.51333333,7,13.07142857,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,1,18,7,13.58571429,7,13.58571429,Graduate
0,1,0,0,18,7,11.15555556,8,11.425,Graduate
0,1,1,1,37,6,11.85714286,5,12,Graduate
0,1,1,1,23,0,0,0,0,Graduate
0,1,1,0,26,14,14,13,13.61538462,Graduate
0,0,0,0,18,5,12,0,0,Dropout
0,1,0,0,18,4,11.575,5,12.42,Enrolled
0,1,0,0,19,7,13.19857143,8,13.0625,Graduate
0,1,0,0,18,6,13.5,6,12,Graduate
0,1,0,0,19,6,13.33333333,5,12.8,Dropout
0,1,1,0,20,4,14.25,1,10,Enrolled
0,1,0,1,22,6,12.16666667,4,12,Graduate
0,1,0,1,18,7,12.21428571,7,12.21428571,Graduate
0,1,0,1,18,6,12.66666667,6,13,Graduate
0,1,0,1,18,6,12.28571429,6,13.5,Graduate
0,1,0,1,18,6,13,6,13,Graduate
0,1,0,0,18,6,12.14285714,6,11.16666667,Graduate
0,1,0,1,19,7,13.87571429,7,13.08571429,Graduate
0,1,0,0,20,0,0,0,0,Dropout
0,1,0,1,19,6,11.66666667,0,0,Dropout
0,1,0,0,18,6,13.15384615,3,11,Graduate
0,1,0,1,18,6,14.5,6,12.83333333,Dropout
0,1,0,1,18,7,14.44142857,8,13.65625,Graduate
0,1,0,0,18,6,15.16666667,6,14.28571429,Graduate
0,1,0,1,18,5,11.6,4,12.625,Graduate
1,1,0,0,18,6,11.66666667,6,12.33333333,Graduate
0,1,0,1,20,6,12.625,6,13.2,Graduate
0,1,0,1,19,3,12.66666667,6,11,Graduate
0,1,0,1,18,6,12.83333333,6,13,Enrolled
0,1,0,1,19,6,11.85714286,6,13.14285714,Graduate
0,1,0,0,19,5,11.4,4,10.75,Enrolled
0,1,0,0,19,5,14.85714286,5,15.14285714,Enrolled
0,1,0,0,19,6,14.71428571,6,15.83333333,Graduate
1,1,0,0,20,6,13.5,5,13,Graduate
0,1,0,1,18,4,11.5,5,12.4,Graduate
0,1,0,0,33,2,14,0,0,Dropout
0,1,0,1,19,6,12.83333333,0,0,Dropout
0,1,0,1,18,7,13.42857143,8,14.75,Graduate
0,1,0,0,19,0,0,0,0,Dropout
0,1,0,0,19,3,11.66666667,4,11.5,Enrolled
0,1,0,0,18,6,16,6,14.33333333,Graduate
0,1,0,0,20,6,13.83333333,6,11.83333333,Graduate
0,1,0,0,19,8,13.2325,8,13.2325,Graduate
